system,nodes,ppn,matrix,rank,messages sent per iteration,messages received per iteration,bytes sent per iteration,bytes received per iteration,total bytes sent,total bytes received
Tuolumne,4,2,nd24k,6,7,7,57240,58296,42071400,42847560
Tuolumne,4,2,nd24k,7,7,7,59440,58904,43688400,43294440
Tuolumne,4,2,ldoor,0,2,2,11520,11664,105523200,106842240
Tuolumne,4,2,ldoor,1,6,6,16880,16272,154620800,149051520
Tuolumne,4,2,ldoor,2,3,3,12296,11952,112631360,109480320
Tuolumne,4,2,ldoor,3,2,2,11128,11608,101932480,106329280
Tuolumne,4,2,ldoor,4,4,4,16232,16192,148685120,148318720
Tuolumne,4,2,ldoor,5,3,3,11624,11728,106475840,107428480
Tuolumne,4,2,ldoor,6,4,4,13088,13176,119886080,120692160
Tuolumne,4,2,ldoor,7,2,2,10552,10728,96656320,98268480
Tuolumne,4,4,audikw_1,0,3,3,47168,49048,226170560,235185160
Tuolumne,4,4,audikw_1,1,3,3,77304,80928,370672680,388049760
Tuolumne,4,4,audikw_1,2,3,3,57296,53008,274734320,254173360
Tuolumne,4,4,audikw_1,3,2,2,48968,50272,234801560,241054240
Tuolumne,4,4,audikw_1,4,5,5,78040,80144,374201800,384290480
Tuolumne,4,4,audikw_1,5,6,6,83208,87072,398982360,417510240
Tuolumne,4,4,audikw_1,6,3,3,85792,84992,411372640,407536640
Tuolumne,4,4,audikw_1,7,3,3,97416,90504,467109720,433966680
Tuolumne,4,4,audikw_1,8,3,3,47144,44464,226055480,213204880
Tuolumne,4,4,audikw_1,9,4,4,52288,52880,250720960,253559600
Tuolumne,4,4,audikw_1,10,9,9,122192,117784,585910640,564774280
Tuolumne,4,4,audikw_1,11,5,5,63368,68848,303849560,330126160
Tuolumne,4,4,audikw_1,12,5,5,71592,73896,343283640,354331320
Tuolumne,4,4,audikw_1,13,5,5,89744,86608,430322480,415285360
Tuolumne,4,4,audikw_1,14,7,7,109528,110288,525186760,528830960
Tuolumne,4,4,audikw_1,15,4,4,68400,68712,327978000,329474040
Tuolumne,4,4,Bump_2911,0,9,9,189672,187944,4800598320,4756862640
Tuolumne,4,4,Bump_2911,1,6,6,113400,113208,2870154000,2865294480
Tuolumne,4,4,Bump_2911,2,12,12,198608,199288,5026768480,5043979280
Tuolumne,4,4,Bump_2911,3,10,10,206280,209016,5220946800,5290194960
Tuolumne,4,4,Bump_2911,4,7,7,134232,132240,3397411920,3346994400
Tuolumne,4,4,Bump_2911,5,11,11,212464,214016,5377463840,5416744960
Tuolumne,4,4,Bump_2911,6,11,11,177408,178200,4490196480,4510242000
Tuolumne,4,4,Bump_2911,7,11,11,201504,201936,5100066240,5111000160
Tuolumne,4,4,Bump_2911,8,6,6,146280,146496,3702346800,3707813760
Tuolumne,4,4,Bump_2911,9,12,12,211560,210624,5354583600,5330893440
Tuolumne,4,4,Bump_2911,10,9,9,207504,207240,5251926240,5245244400
Tuolumne,4,4,Bump_2911,11,5,5,156264,156336,3955041840,3956864160
Tuolumne,4,4,Bump_2911,12,9,9,150024,149784,3797107440,3791033040
Tuolumne,4,4,Bump_2911,13,12,12,191088,190056,4836437280,4810317360
Tuolumne,4,4,Bump_2911,14,10,10,186432,187296,4718593920,4740461760
Tuolumne,4,4,Bump_2911,15,8,8,167088,166128,4228997280,4204699680
Tuolumne,4,4,Cube_Coup_dt0,0,7,7,167752,169752,68610568,69428568
Tuolumne,4,4,Cube_Coup_dt0,1,9,9,177424,176176,72566416,72055984
Tuolumne,4,4,Cube_Coup_dt0,2,4,4,110808,110344,45320472,45130696
Tuolumne,4,4,Cube_Coup_dt0,3,4,4,124712,125976,51007208,51524184
Tuolumne,4,4,Cube_Coup_dt0,4,8,8,147752,147672,60430568,60397848
Tuolumne,4,4,Cube_Coup_dt0,5,7,7,178472,177560,72995048,72622040
Tuolumne,4,4,Cube_Coup_dt0,6,4,4,91120,91728,37268080,37516752
Tuolumne,4,4,Cube_Coup_dt0,7,5,5,140584,139608,57498856,57099672
Tuolumne,4,4,Cube_Coup_dt0,8,7,7,171560,171640,70168040,70200760
Tuolumne,4,4,Cube_Coup_dt0,9,7,7,139984,137488,57253456,56232592
Tuolumne,4,4,Cube_Coup_dt0,10,6,6,130296,129896,53291064,53127464
Tuolumne,4,4,Cube_Coup_dt0,11,3,3,96872,96440,39620648,39443960
Tuolumne,4,4,Cube_Coup_dt0,12,9,9,182896,182576,74804464,74673584
Tuolumne,4,4,Cube_Coup_dt0,13,6,6,168032,169472,68725088,69314048
Tuolumne,4,4,Cube_Coup_dt0,14,6,6,137256,139384,56137704,57008056
Tuolumne,4,4,Cube_Coup_dt0,15,4,4,104080,103888,42568720,42490192
Tuolumne,4,4,Flan_1565,0,4,4,46288,46736,53647792,54167024
Tuolumne,4,4,Flan_1565,1,3,3,43104,43632,49957536,50569488
Tuolumne,4,4,Flan_1565,2,3,3,33288,32760,38580792,37968840
Tuolumne,4,4,Flan_1565,3,3,3,31744,31208,36791296,36170072
Tuolumne,4,4,Flan_1565,4,3,3,45984,46248,53295456,53601432
Tuolumne,4,4,Flan_1565,5,4,4,60112,60464,69669808,70077776
Tuolumne,4,4,Flan_1565,6,3,3,31968,31440,37050912,36438960
Tuolumne,4,4,Flan_1565,7,2,2,30936,30936,35854824,35854824
Tuolumne,4,4,Flan_1565,8,3,3,34080,33552,39498720,38886768
Tuolumne,4,4,Flan_1565,9,3,3,35688,35160,41362392,40750440
Tuolumne,4,4,Flan_1565,10,5,5,62200,62648,72089800,72609032
Tuolumne,4,4,Flan_1565,11,3,3,50776,51296,58849384,59452064
Tuolumne,4,4,Flan_1565,12,3,3,44376,44112,51431784,51125808
Tuolumne,4,4,Flan_1565,13,3,3,52408,53024,60740872,61454816
Tuolumne,4,4,Flan_1565,14,3,3,33840,33576,39220560,38914584
Tuolumne,4,4,Flan_1565,15,2,2,32496,32496,37662864,37662864
Tuolumne,4,4,Queen_4147,0,4,4,175920,176160,4594502640,4600770720
Tuolumne,4,4,Queen_4147,1,4,4,179592,181080,4690404264,4729266360
Tuolumne,4,4,Queen_4147,2,9,9,261216,256176,6822178272,6690548592
Tuolumne,4,4,Queen_4147,3,5,5,240776,244984,6288346792,6398247128
Tuolumne,4,4,Queen_4147,4,5,5,193856,193720,5062937152,5059385240
Tuolumne,4,4,Queen_4147,5,7,7,195840,195384,5114753280,5102843928
Tuolumne,4,4,Queen_4147,6,6,6,232368,235200,6068755056,6142718400
Tuolumne,4,4,Queen_4147,7,8,8,263648,262720,6885694816,6861458240
Tuolumne,4,4,Queen_4147,8,8,8,267936,265224,6997684512,6926855208
Tuolumne,4,4,Queen_4147,9,9,9,270048,269688,7052843616,7043441496
Tuolumne,4,4,Queen_4147,10,4,4,191328,194736,4996913376,5085920112
Tuolumne,4,4,Queen_4147,11,5,5,202616,201352,5291722072,5258710184
Tuolumne,4,4,Queen_4147,12,5,5,214616,213448,5605126072,5574621416
Tuolumne,4,4,Queen_4147,13,7,7,305168,301336,7970072656,7869992312
Tuolumne,4,4,Queen_4147,14,7,7,290328,290640,7582496376,7590644880
Tuolumne,4,4,Queen_4147,15,3,3,182184,185592,4758099528,4847106264
Tuolumne,4,4,Serena,0,11,11,118280,118144,443431720,442921856
Tuolumne,4,4,Serena,1,7,7,103912,102392,389566088,383867608
Tuolumne,4,4,Serena,2,6,6,103448,102784,387826552,385337216
Tuolumne,4,4,Serena,3,11,11,66616,68168,249743384,255561832
Tuolumne,4,4,Serena,4,8,8,126200,126088,473123800,472703912
Tuolumne,4,4,Serena,5,8,8,115328,115600,432364672,433384400
Tuolumne,4,4,Serena,6,7,7,28640,28624,107371360,107311376
Tuolumne,4,4,Serena,7,10,10,83600,83368,313416400,312546632
Tuolumne,4,4,Serena,8,9,9,101320,102224,379848680,383237776
Tuolumne,4,4,Serena,9,7,7,122712,122328,460047288,458607672
Tuolumne,4,4,Serena,10,6,6,21944,21208,82268056,79508792
Tuolumne,4,4,Serena,11,12,12,70360,72512,263779640,271847488
Tuolumne,4,4,Serena,12,8,8,96488,97432,361733512,365272568
Tuolumne,4,4,Serena,13,5,5,83224,83672,312006776,313686328
Tuolumne,4,4,Serena,14,11,11,108272,105976,405911728,397304024
Tuolumne,4,4,Serena,15,10,10,132136,131960,495377864,494718040
Tuolumne,4,4,nd24k,0,12,12,59536,56632,44532928,42360736
Tuolumne,4,4,nd24k,1,7,7,44872,47632,33564256,35628736
Tuolumne,4,4,nd24k,2,8,8,44384,43776,33199232,32744448
