system,nodes,ppn,matrix,rank,messages sent per iteration,messages received per iteration,bytes sent per iteration,bytes received per iteration,total bytes sent,total bytes received
Frontier,2,2,ldoor,1,2,2,11440,11576,105099280,106348712
Frontier,2,2,ldoor,2,3,3,16320,16888,149931840,155150056
Frontier,2,2,ldoor,3,2,2,14120,13880,129720440,127515560
Frontier,2,4,audikw_1,0,2,2,85472,90520,411120320,435401200
Frontier,2,4,audikw_1,1,1,1,50824,48296,244463440,232303760
Frontier,2,4,audikw_1,2,3,3,93448,93128,449484880,447945680
Frontier,2,4,audikw_1,3,2,2,85576,84200,411620560,405002000
Frontier,2,4,audikw_1,4,1,1,49584,48576,238499040,233650560
Frontier,2,4,audikw_1,5,4,4,140344,140840,675054640,677440400
Frontier,2,4,audikw_1,6,3,3,110480,106048,531408800,510090880
Frontier,2,4,audikw_1,7,2,2,83968,88088,403886080,423703280
Frontier,2,4,Bump_2911,0,4,4,180576,178944,4591867104,4550366976
Frontier,2,4,Bump_2911,1,6,6,258848,260608,6582245792,6627000832
Frontier,2,4,Bump_2911,2,6,6,228568,227648,5812255672,5788860992
Frontier,2,4,Bump_2911,3,7,7,303144,304488,7708648776,7742825352
Frontier,2,4,Bump_2911,4,5,5,263472,266424,6699829488,6774895896
Frontier,2,4,Bump_2911,5,6,6,305832,305088,7777001928,7758082752
Frontier,2,4,Bump_2911,6,7,7,241656,241320,6145070424,6136526280
Frontier,2,4,Bump_2911,7,5,5,255120,252696,6487446480,6425806584
Frontier,2,4,Cube_Coup_dt0,0,6,6,248728,247944,101729752,101409096
Frontier,2,4,Cube_Coup_dt0,1,4,4,140352,140928,57403968,57639552
Frontier,2,4,Cube_Coup_dt0,2,4,4,137144,137256,56091896,56137704
Frontier,2,4,Cube_Coup_dt0,3,4,4,240368,241936,98310512,98951824
Frontier,2,4,Cube_Coup_dt0,4,3,3,125216,125088,51213344,51160992
Frontier,2,4,Cube_Coup_dt0,5,6,6,228912,227336,93625008,92980424
Frontier,2,4,Cube_Coup_dt0,6,5,5,159384,160264,65188056,65547976
Frontier,2,4,Cube_Coup_dt0,7,6,6,223064,222416,91233176,90968144
Frontier,2,4,Flan_1565,0,2,2,42856,42776,49755816,49662936
Frontier,2,4,Flan_1565,1,1,1,30664,30656,35600904,35591616
Frontier,2,4,Flan_1565,2,3,3,58792,58880,68257512,68359680
Frontier,2,4,Flan_1565,3,1,1,33552,33552,38953872,38953872
Frontier,2,4,Flan_1565,4,3,3,66112,66320,76756032,76997520
Frontier,2,4,Flan_1565,5,1,1,39400,39392,45743400,45734112
Frontier,2,4,Flan_1565,6,2,2,47344,47144,54966384,54734184
Frontier,2,4,Flan_1565,7,1,1,33552,33552,38953872,38953872
Frontier,2,4,Queen_4147,0,2,2,199008,200664,5187740544,5230909152
Frontier,2,4,Queen_4147,1,4,4,357128,357160,9309612704,9310446880
Frontier,2,4,Queen_4147,2,4,4,339928,339848,8861243104,8859157664
Frontier,2,4,Queen_4147,3,3,3,212112,210528,5529335616,5488043904
Frontier,2,4,Queen_4147,4,4,4,360864,360744,9407002752,9403874592
Frontier,2,4,Queen_4147,5,2,2,214568,216256,5593358624,5637361408
Frontier,2,4,Queen_4147,6,3,3,244576,243296,6375607168,6342240128
Frontier,2,4,Queen_4147,7,4,4,372648,372336,9714188064,9706054848
Frontier,2,4,Serena,0,7,7,168072,164424,629261568,615603456
Frontier,2,4,Serena,1,6,6,108984,110232,408036096,412708608
Frontier,2,4,Serena,2,6,6,126424,126128,473331456,472223232
Frontier,2,4,Serena,3,5,5,101152,102368,378713088,383265792
Frontier,2,4,Serena,4,7,7,112872,111456,422592768,417291264
Frontier,2,4,Serena,5,6,6,159952,160832,598860288,602155008
Frontier,2,4,Serena,6,5,5,100704,101904,377035776,381528576
Frontier,2,4,Serena,7,6,6,152064,152880,569327616,572382720
Frontier,2,4,nd24k,0,7,7,65560,64072,48448840,47349208
Frontier,2,4,nd24k,1,7,7,59920,60024,44280880,44357736
Frontier,2,4,nd24k,2,7,7,62536,65192,46214104,48176888
Frontier,2,4,nd24k,3,7,7,53104,53560,39243856,39580840
Frontier,2,4,nd24k,4,7,7,60232,57576,44511448,42548664
Frontier,2,4,nd24k,5,7,7,62632,63040,46285048,46586560
Frontier,2,4,nd24k,6,7,7,57240,58296,42300360,43080744
Frontier,2,4,nd24k,7,7,7,59440,58904,43926160,43530056
Frontier,2,4,ldoor,0,2,2,11520,11664,105765120,107087184
Frontier,2,4,ldoor,1,6,6,16880,16272,154975280,149393232
Frontier,2,4,ldoor,2,3,3,12296,11952,112889576,109731312
Frontier,2,4,ldoor,3,2,2,11128,11608,102166168,106573048
Frontier,2,4,ldoor,4,4,4,16232,16192,149025992,148658752
Frontier,2,4,ldoor,5,3,3,11624,11728,106719944,107674768
Frontier,2,4,ldoor,6,4,4,13088,13176,120160928,120968856
Frontier,2,4,ldoor,7,2,2,10552,10728,96877912,98493768
Frontier,2,8,audikw_1,0,3,3,47168,49048,224708352,233664672
Frontier,2,8,audikw_1,1,3,3,77304,80928,368276256,385540992
Frontier,2,8,audikw_1,2,3,3,57296,53008,272958144,252530112
Frontier,2,8,audikw_1,3,2,2,48968,50272,233283552,239495808
Frontier,2,8,audikw_1,4,5,5,78040,80144,371782560,381806016
Frontier,2,8,audikw_1,5,6,6,83208,87072,396402912,414811008
Frontier,2,8,audikw_1,6,3,3,85792,84992,408713088,404901888
Frontier,2,8,audikw_1,7,3,3,97416,90504,464089824,431161056
Frontier,2,8,audikw_1,8,3,3,47144,44464,224594016,211826496
Frontier,2,8,audikw_1,9,4,4,52288,52880,249100032,251920320
Frontier,2,8,audikw_1,10,9,9,122192,117784,582122688,561122976
Frontier,2,8,audikw_1,11,5,5,63368,68848,301885152,327991872
Frontier,2,8,audikw_1,12,5,5,71592,73896,341064288,352040544
Frontier,2,8,audikw_1,13,5,5,89744,86608,427540416,412600512
Frontier,2,8,audikw_1,14,7,7,109528,110288,521791392,525412032
Frontier,2,8,audikw_1,15,4,4,68400,68712,325857600,327343968
Frontier,2,8,Bump_2911,0,9,9,189672,187944,4773475224,4729986648
Frontier,2,8,Bump_2911,1,6,6,113400,113208,2853937800,2849105736
Frontier,2,8,Bump_2911,2,12,12,198608,199288,4998367536,5015481096
Frontier,2,8,Bump_2911,3,10,10,206280,209016,5191448760,5260305672
Frontier,2,8,Bump_2911,4,7,7,134232,132240,3378216744,3328084080
Frontier,2,8,Bump_2911,5,11,11,212464,214016,5347081488,5386140672
Frontier,2,8,Bump_2911,6,11,11,177408,178200,4464827136,4484759400
Frontier,2,8,Bump_2911,7,11,11,201504,201936,5071251168,5082123312
Frontier,2,8,Bump_2911,8,6,6,146280,146496,3681428760,3686864832
Frontier,2,8,Bump_2911,9,12,12,211560,210624,5324330520,5300774208
Frontier,2,8,Bump_2911,10,9,9,207504,207240,5222253168,5215609080
Frontier,2,8,Bump_2911,11,5,5,156264,156336,3932696088,3934508112
Frontier,2,8,Bump_2911,12,9,9,150024,149784,3775654008,3769613928
Frontier,2,8,Bump_2911,13,12,12,191088,190056,4809111696,4783139352
Frontier,2,8,Bump_2911,14,10,10,186432,187296,4691934144,4713678432
Frontier,2,8,Bump_2911,15,8,8,167088,166128,4205103696,4180943376
Frontier,2,8,Cube_Coup_dt0,0,7,7,167752,169752,68778320,69598320
Frontier,2,8,Cube_Coup_dt0,1,9,9,177424,176176,72743840,72232160
Frontier,2,8,Cube_Coup_dt0,2,4,4,110808,110344,45431280,45241040
Frontier,2,8,Cube_Coup_dt0,3,4,4,124712,125976,51131920,51650160
Frontier,2,8,Cube_Coup_dt0,4,8,8,147752,147672,60578320,60545520
Frontier,2,8,Cube_Coup_dt0,5,7,7,178472,177560,73173520,72799600
Frontier,2,8,Cube_Coup_dt0,6,4,4,91120,91728,37359200,37608480
Frontier,2,8,Cube_Coup_dt0,7,5,5,140584,139608,57639440,57239280
Frontier,2,8,Cube_Coup_dt0,8,7,7,171560,171640,70339600,70372400
Frontier,2,8,Cube_Coup_dt0,9,7,7,139984,137488,57393440,56370080
Frontier,2,8,Cube_Coup_dt0,10,6,6,130296,129896,53421360,53257360
Frontier,2,8,Cube_Coup_dt0,11,3,3,96872,96440,39717520,39540400
Frontier,2,8,Cube_Coup_dt0,12,9,9,182896,182576,74987360,74856160
Frontier,2,8,Cube_Coup_dt0,13,6,6,168032,169472,68893120,69483520
Frontier,2,8,Cube_Coup_dt0,14,6,6,137256,139384,56274960,57147440
Frontier,2,8,Cube_Coup_dt0,15,4,4,104080,103888,42672800,42594080
Frontier,2,8,Flan_1565,0,4,4,46288,46736,53647792,54167024
Frontier,2,8,Flan_1565,1,3,3,43104,43632,49957536,50569488
Frontier,2,8,Flan_1565,2,3,3,33288,32760,38580792,37968840
Frontier,2,8,Flan_1565,3,3,3,31744,31208,36791296,36170072
Frontier,2,8,Flan_1565,4,3,3,45984,46248,53295456,53601432
Frontier,2,8,Flan_1565,5,4,4,60112,60464,69669808,70077776
Frontier,2,8,Flan_1565,6,3,3,31968,31440,37050912,36438960
Frontier,2,8,Flan_1565,7,2,2,30936,30936,35854824,35854824
Frontier,2,8,Flan_1565,8,3,3,34080,33552,39498720,38886768
Frontier,2,8,Flan_1565,9,3,3,35688,35160,41362392,40750440
Frontier,2,8,Flan_1565,10,5,5,62200,62648,72089800,72609032
Frontier,2,8,Flan_1565,11,3,3,50776,51296,58849384,59452064
Frontier,2,8,Flan_1565,12,3,3,44376,44112,51431784,51125808
Frontier,2,8,Flan_1565,13,3,3,52408,53024,60740872,61454816
Frontier,2,8,Flan_1565,14,3,3,33840,33576,39220560,38914584
Frontier,2,8,Flan_1565,15,2,2,32496,32496,37662864,37662864
Frontier,2,8,Queen_4147,0,4,4,175920,176160,4814402640,4820970720
Frontier,2,8,Queen_4147,1,4,4,179592,181080,4914894264,4955616360
Frontier,2,8,Queen_4147,2,9,9,261216,256176,7148698272,7010768592
Frontier,2,8,Queen_4147,3,5,5,240776,244984,6589316792,6704477128
Frontier,2,8,Queen_4147,4,5,5,193856,193720,5305257152,5301535240
Frontier,2,8,Queen_4147,5,7,7,195840,195384,5359553280,5347073928
Frontier,2,8,Queen_4147,6,6,6,232368,235200,6359215056,6436718400
Frontier,2,8,Queen_4147,7,8,8,263648,262720,7215254816,7189858240
Frontier,2,8,Queen_4147,8,8,8,267936,265224,7332604512,7258385208
Frontier,2,8,Queen_4147,9,9,9,270048,269688,7390403616,7380551496
Frontier,2,8,Queen_4147,10,4,4,191328,194736,5236073376,5329340112
Frontier,2,8,Queen_4147,11,5,5,202616,201352,5544992072,5510400184
Frontier,2,8,Queen_4147,12,5,5,214616,213448,5873396072,5841431416
Frontier,2,8,Queen_4147,13,7,7,305168,301336,8351532656,8246662312
Frontier,2,8,Queen_4147,14,7,7,290328,290640,7945406376,7953944880
Frontier,2,8,Queen_4147,15,3,3,182184,185592,4985829528,5079096264
Frontier,2,8,Serena,0,11,11,118280,118144,439765040,439259392
Frontier,2,8,Serena,1,7,7,103912,102392,386344816,380693456
Frontier,2,8,Serena,2,6,6,103448,102784,384619664,382150912
Frontier,2,8,Serena,3,11,11,66616,68168,247678288,253448624
Frontier,2,8,Serena,4,8,8,126200,126088,469211600,468795184
Frontier,2,8,Serena,5,8,8,115328,115600,428789504,429800800
Frontier,2,8,Serena,6,7,7,28640,28624,106483520,106424032
Frontier,2,8,Serena,7,10,10,83600,83368,310824800,309962224
Frontier,2,8,Serena,8,9,9,101320,102224,376707760,380068832
Frontier,2,8,Serena,9,7,7,122712,122328,456243216,454815504
Frontier,2,8,Serena,10,6,6,21944,21208,81587792,78851344
Frontier,2,8,Serena,11,12,12,70360,72512,261598480,269599616
Frontier,2,8,Serena,12,8,8,96488,97432,358742384,362252176
Frontier,2,8,Serena,13,5,5,83224,83672,309426832,311092496
Frontier,2,8,Serena,14,11,11,108272,105976,402555296,394018768
Frontier,2,8,Serena,15,10,10,132136,131960,491281648,490627280
Frontier,2,8,nd24k,0,12,12,59536,56632,43758960,41624520
Frontier,2,8,nd24k,1,7,7,44872,47632,32980920,35009520
Frontier,2,8,nd24k,2,8,8,44384,43776,32622240,32175360
Frontier,2,8,nd24k,3,9,9,47344,48992,34797840,36009120
Frontier,2,8,nd24k,4,11,11,53168,52840,39078480,38837400
Frontier,2,8,nd24k,5,6,6,41904,46408,30799440,34109880
Frontier,2,8,nd24k,6,9,9,52392,49528,38508120,36403080
Frontier,2,8,nd24k,7,5,5,37848,41936,27818280,30822960
Frontier,2,8,nd24k,8,7,7,35936,41800,26412960,30723000
Frontier,2,8,nd24k,9,11,11,60728,54240,44635080,39866400
Frontier,2,8,nd24k,10,12,12,59792,56416,43947120,41465760
Frontier,2,8,nd24k,11,6,6,40008,40896,29405880,30058560
Frontier,2,8,nd24k,12,13,13,58832,55568,43241520,40842480
Frontier,2,8,nd24k,13,10,10,47072,46312,34597920,34039320
Frontier,2,8,nd24k,14,8,8,49776,50072,36585360,36802920
Frontier,2,8,nd24k,15,12,12,52264,52808,38414040,38813880
Frontier,2,8,ldoor,0,3,3,11416,11208,105324016,103405008
Frontier,2,8,ldoor,1,4,4,11808,12104,108940608,111671504
Frontier,2,8,ldoor,2,7,7,12080,12560,111450080,115878560
Frontier,2,8,ldoor,3,3,3,11912,10936,109900112,100895536
Frontier,2,8,ldoor,4,3,3,9232,9472,85174432,87388672
Frontier,2,8,ldoor,5,4,4,10352,10704,95507552,98755104
Frontier,2,8,ldoor,6,2,2,10232,9928,94400432,91595728
Frontier,2,8,ldoor,7,5,5,12424,12216,114623824,112704816
Frontier,2,8,ldoor,8,4,4,15672,15408,144589872,142154208
Frontier,2,8,ldoor,9,6,6,10808,11144,99714608,102814544
Frontier,2,8,ldoor,10,3,3,11976,12664,110490576,116838064
Frontier,2,8,ldoor,11,2,2,11296,11104,104216896,102445504
Frontier,2,8,ldoor,12,5,5,14208,15024,131083008,138611424
Frontier,2,8,ldoor,13,3,3,11192,10592,103257392,97721792
Frontier,2,8,ldoor,14,3,3,10800,9808,99640800,90488608
Frontier,2,8,ldoor,15,5,5,13032,13568,120233232,125178368
Frontier,4,1,audikw_1,0,1,1,37176,39696,179560080,191731680
Frontier,4,1,audikw_1,1,3,3,85496,84424,412945680,407767920
Frontier,4,1,audikw_1,2,2,2,99128,100864,478788240,487173120
Frontier,4,1,audikw_1,3,2,2,93632,90448,452242560,436863840
Frontier,4,1,Bump_2911,0,3,3,271304,271384,6820582560,6822593760
Frontier,4,1,Bump_2911,1,3,3,303952,304616,7641353280,7658046240
Frontier,4,1,Bump_2911,2,3,3,330624,328824,8311887360,8266635360
Frontier,4,1,Bump_2911,3,3,3,321408,322464,8080197120,8106744960
Frontier,4,1,Cube_Coup_dt0,0,3,3,180024,180488,73809840,74000080
Frontier,4,1,Cube_Coup_dt0,1,3,3,208808,207704,85611280,85158640
Frontier,4,1,Cube_Coup_dt0,2,3,3,186168,186056,76328880,76282960
Frontier,4,1,Cube_Coup_dt0,3,3,3,173320,174072,71061200,71369520
Frontier,4,1,Flan_1565,0,1,1,12200,12112,14127600,14025696
Frontier,4,1,Flan_1565,1,2,2,25240,25328,29227920,29329824
Frontier,4,1,Flan_1565,2,1,1,12560,12568,14544480,14553744
Frontier,4,1,Flan_1565,3,2,2,25696,25688,29755968,29746704
Frontier,4,1,Queen_4147,0,2,2,327248,328768,8609567632,8649557312
Frontier,4,1,Queen_4147,1,3,3,364768,363752,9596681312,9569951368
Frontier,4,1,Queen_4147,2,2,2,330152,331432,8685968968,8719644488
Frontier,4,1,Queen_4147,3,3,3,344056,342272,9051769304,9004834048
Frontier,4,1,Serena,0,3,3,157560,156600,582972000,579420000
Frontier,4,1,Serena,1,3,3,137384,136888,508320800,506485600
Frontier,4,1,Serena,2,3,3,152704,151016,565004800,558759200
Frontier,4,1,Serena,3,3,3,124488,127632,460605600,472238400
